Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S33 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,223433.93,4255.314,,79916.901,,,,86047.11,82905.2,42152.496,2168.4824,,1660.3,11943.8977,436.421,,,,,,,,,,,,,,,,29900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,180,,,,120,,,,,,,,6,91,20.1,47,2.3,,,,,,,,,,,,,81,4,10.9,1.5,7.2,2.1,0.8,2.8,0.5,3.4,0.8,2.3,0.3,2.2,0.4,1.6,0.2,,,,,,,,,,,0.5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,434517
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S41 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,236522.11,6353.004,,76212.144,,,,102137.22,81475.8,27378.016,1703.8076,,996.18,12018.0834,610.9894,,,,,,,,,,,,,,,,9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,120,,,,80,,,,,,,,1,149,24.8,59,2.5,,,,,,,,,,,,,76,3.5,10.1,1.4,7.6,2.4,1,3.3,0.6,4.2,0.9,2.8,0.4,2.7,0.4,1.9,0.2,,,,,,,,,,,0.3,0.12,,,,,,,,,,,,,,,,,,,,,,,,,434519
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S79 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,239794.155,5274.192,,77270.646,,,,70656.57,70397.95,29126.832,1548.916,,3735.675,37092.85,567.3473,,,,,,,,,,,,,,,,23100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,140,,,,90,,,,,,,,6,81,21,53,2,,,,,,,,,,,,,171,3.4,9.1,1.4,7,2.3,0.9,3.3,0.6,3.8,0.8,2.4,0.4,2.3,0.4,1.6,0.1,,,,,,,,,,,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,434520
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S88 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,222499.06,4554.984,,86267.913,,,,90244.53,62250.37,54936.944,1316.5786,,830.15,13427.6117,392.7789,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,80,,,,70,,,,,,,,2,77,16.2,34,1.6,,,,,,,,,,,,,15,1.8,5.4,0.8,4.3,1.4,0.6,1.9,0.4,2.6,0.5,1.6,0.2,1.6,0.2,1,0.1,,,,,,,,,,,0.2,0.06,,,,,,,,,,,,,,,,,,,,,,,,,434521
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S94 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,241196.46,5094.39,,73565.889,,,,97939.8,67610.62,35880.88,1548.916,,4233.765,16098.2969,480.0631,,,,,,,,,,,,,,,,10200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,40,,,,50,,,,,,,,13,100,17.5,38,1.4,,,,,,,,,,,,,46,2.3,6.7,0.9,4.9,1.5,0.6,2.3,0.4,2.9,0.6,1.9,0.3,1.9,0.3,1.2,0.1,,,,,,,,,,,0.2,0.17,,,,,,,,,,,,,,,,,,,,,,,,,434522
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S98 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,237924.415,4854.654,,73565.889,,,,95141.52,72184.7,33589.328,1703.8076,,1743.315,21142.9245,480.0631,,,,,,,,,,,,,,,,13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,90,,,,150,,,,,,,,4,111,20,49,2,,,,,,,,,,,,,48,2.9,8,1.2,6.1,1.9,0.8,2.9,0.5,3.5,0.8,2.4,0.4,2.3,0.4,1.5,0.1,,,,,,,,,,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,434524
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S102 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,223433.93,6952.344,,81504.654,,,,97240.23,76472.9,35820.576,1316.5786,,913.165,18546.425,872.842,,,,,,,,,,,,,,,,18800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,170,,,,120,,,,,,,,1,242,25.2,64,2.9,,,,,,,,,,,,,41,4.4,12.5,1.7,9,2.6,1,3.6,0.7,4.4,0.9,2.7,0.4,2.7,0.4,2,0.2,,,,,,,,,,,0.5,0.15,,,,,,,,,,,,,,,,,,,,,,,,,434525
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S104 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,236054.675,8570.562,,75682.893,,,,114029.91,62464.78,30031.392,1548.916,,498.09,12463.1976,1003.7683,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,80,,,,100,,,,,,,,1,162,36.1,89,3.6,,,,,,,,,,,,,12,5.4,15.6,2.2,11.6,3.5,1.2,4.9,1,6.1,1.3,3.8,0.6,3.9,0.6,2.7,0.3,,,,,,,,,,,0.5,0.19,,,,,,,,,,,,,,,,,,,,,,,,,434526
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S106 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,232315.195,4435.116,,82563.156,,,,76253.13,75043.5,51801.136,1394.0244,,1577.285,16246.6683,436.421,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,300,,,,140,,,,,,,,6,132,18.6,46,2.2,,,,,,,,,,,,,37,3.5,9.6,1.3,6.5,1.9,0.7,2.6,0.5,3.1,0.6,1.8,0.3,1.9,0.3,1.4,0.2,,,,,,,,,,,0.3,0.11,,,,,,,,,,,,,,,,,,,,,,,,,434527
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S107 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,242598.765,4435.116,,81504.654,,,,65759.58,84334.6,41549.456,1239.1328,,4233.765,11350.4121,523.7052,,,,,,,,,,,,,,,,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,390,,,,120,,,,,,,,14,203,15,44,2,,,,,,,,,,,,,567,3.4,9.2,1.2,6.1,1.7,0.8,2.3,0.4,2.7,0.6,1.6,0.2,1.7,0.3,1.3,0.2,,,,,,,,,,,0.4,0.13,,,,,,,,,,,,,,,,,,,,,,,,,434528
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S108 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,234184.935,5693.73,,85738.662,,,,90944.1,75758.2,25870.416,2478.2656,,415.075,18620.6107,567.3473,,,,,,,,,,,,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,130,,,,140,,,,,,,,2,137,23.4,55,2.3,,,,,,,,,,,,,17,3.3,9.4,1.3,7,2.1,0.9,3,0.6,3.8,0.8,2.3,0.4,2.4,0.4,1.6,0.2,,,,,,,,,,,0.3,0.18,,,,,,,,,,,,,,,,,,,,,,,,,434529
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S109 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,223433.93,5993.4,,84150.909,,,,97240.23,69897.66,40886.112,1471.4702,,996.18,22552.4528,698.2736,,,,,,,,,,,,,,,,10100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,240,,,,120,,,,,,,,2,121,24.2,54,2.1,,,,,,,,,,,,,31,3,8.9,1.3,6.8,2.1,0.9,3.1,0.6,4,0.8,2.5,0.4,2.6,0.4,1.6,0.2,,,,,,,,,,,0.3,0.21,,,,,,,,,,,,,,,,,,,,,,,,,434530
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S112 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,236522.11,7431.816,,79387.65,,,,94441.95,74328.8,35699.968,1471.4702,,747.135,12314.8262,829.1999,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,130,,,,80,,,,,,,,3,301,29.4,74,3,,,,,,,,,,,,,13,4.2,12,1.7,8.9,2.7,1.2,3.9,0.8,4.9,1,3,0.5,3.1,0.5,2.2,0.2,,,,,,,,,,,0.4,0.11,,,,,,,,,,,,,,,,,,,,,,,,,434531
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S113 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,228575.715,5573.862,,76741.395,,,,91643.67,75758.2,39921.248,1548.916,,2490.45,20623.6246,610.9894,,,,,,,,,,,,,,,,16100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,180,,,,80,,,,,,,,8,122,23.5,52,2,,,,,,,,,,,,,58,3,8.6,1.2,6.6,2.1,0.8,3,0.6,3.8,0.8,2.4,0.4,2.5,0.4,1.5,0.2,,,,,,,,,,,0.3,0.08,,,,,,,,,,,,,,,,,,,,,,,,,434532
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S116 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,225303.67,7851.354,,85738.662,,,,97240.23,55103.37,33770.24,1471.4702,,4980.9,29674.28,480.0631,,,,,,,,,,,,,,,,19300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,80,,,,110,,,,,,,,23,262,15,40,1,,,,,,,,,,,,,140,3.4,8.8,1.5,7.3,2.3,1,2.9,0.5,2.8,0.5,1.5,0.2,1.4,0.2,1.3,0.1,,,,,,,,,,,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,434533
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S117 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,229978.02,3356.304,,77799.897,,,,73454.85,80046.4,46373.776,1316.5786,,1743.315,16840.1539,349.1368,,,,,,,,,,,,,,,,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,370,,,,100,,,,,,,,3,82,13.9,29,1.2,,,,,,,,,,,,,60,2.2,6.1,0.8,4.1,1.3,0.6,1.8,0.4,2.4,0.5,1.5,0.2,1.5,0.2,0.9,0.1,,,,,,,,,,,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,434534
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S122 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,225303.67,7971.222,,76212.144,,,,115429.05,61464.2,39981.552,1626.3618,,1577.285,19881.7676,829.1999,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,30,,,,50,,,,,,,,4,141,27.6,64,2.6,,,,,,,,,,,,,59,4.2,12,1.7,9.1,2.7,1.1,3.8,0.7,4.7,1,2.9,0.4,3.1,0.5,2,0.2,,,,,,,,,,,0.5,0.14,,,,,,,,,,,,,,,,,,,,,,,,,434536
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S129 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,232782.63,6472.872,,75682.893,,,,101437.65,76472.9,32383.248,1471.4702,,1162.21,16914.3396,610.9894,,,,,,,,,,,,,,,,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,110,,,,70,,,,,,,,2,235,24.9,59,2.4,,,,,,,,,,,,,51,3.6,10.4,1.5,7.9,2.4,1,3.4,0.7,4.3,0.9,2.7,0.4,2.8,0.4,1.8,0.2,,,,,,,,,,,0.3,0.11,,,,,,,,,,,,,,,,,,,,,,,,,434537
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S142 [13777],"BASALT, THOLEIITIC [13777]",2760000000 [13777],2760000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,220161.885,5034.456,,83092.407,,,,93042.81,82190.5,44142.528,1471.4702,,1245.225,16691.7825,523.7052,,,,,,,,,,,,,,,,12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,270,,,,130,,,,,,,,3,74,22.1,49,2,,,,,,,,,,,,,39,3.1,8.9,1.2,6.5,2,0.8,2.8,0.6,3.6,0.8,2.2,0.3,2.2,0.4,1.5,0.2,,,,,,,,,,,0.3,0.29,,,,,,,,,,,,,,,,,,,,,,,,,434539
[13777],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),TANZANIA CRATON_ARCHEAN / MUSOMA-MARA GREENSTONE BELT,"SUGUTI AREA, SOUTHERN MUSOMA-MARA GREENSTONE BELT",-1.73,-1.73,33.65,33.65,SUBAERIAL,,,s S143 [13777],"BASALT, THOLEIITIC [13777]",2755000000 [13777],2755000000 [13777],,ARCHEAN [13777],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13777] ,227640.845,6173.202,,82563.156,,,,97939.8,78617,35458.752,1394.0244,,1245.225,17878.7537,654.6315,,,,,,,,,,,,,,,,5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,150,,,,80,,,,,,,,2,115,24,58,2,,,,,,,,,,,,,45,3.4,9.2,1.4,6.92,2.27,1,3.2,0.6,4,0.9,2.7,0.4,2.6,0.4,1.6,0.2,,,,,,,,,,,0.4,2.7,0.512749,,,,,,,,,,,,,,,,,,,,,,,,434540
[2168][2169],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE / SOUTH(WEST) RIFT ZONE / PACIFIC OCEAN,,18.75,18.75,-155.74,-155.74,SUBAERIAL,2800,2800,s ML775-23 [2168],"THOLEIITE [2168] / BASALT, THOLEIITIC [2169]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2168] ,243673.8655,13125.546,,75471.1926,,9371.96,75864.48,,75829.67,40222.768,1316.5786,,3154.57,17656.1966,1003.7683,,400,100,,100,,300,0,,,,,,,200,,,,,,,,,,,,,,,,,,205,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43-ML775-23
[2168][2169],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE / SOUTH(WEST) RIFT ZONE / PACIFIC OCEAN,,18.75,18.75,-155.74,-155.74,SUBAERIAL,2800,2800,s ML775-24 [2168],"THOLEIITE [2168] / BASALT, THOLEIITIC [2169]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2168] ,243767.3525,13125.546,,75206.5671,,10211.24,75398.1,,75972.61,40102.16,1316.5786,,3154.57,17359.4538,1003.7683,,400,0,,100,,300,0,,,,,,,400,,,,,,,,,,,,,,,,,,115,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43-ML775-24
[2168][2169],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE / SOUTH(WEST) RIFT ZONE / PACIFIC OCEAN,,18.75,18.75,-155.74,-155.74,SUBAERIAL,2800,2800,s ML775-27 [2168],"THOLEIITE [2168] / BASALT, THOLEIITIC [2169]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2168] ,242738.9955,13125.546,,74941.9416,,34620.3,51068.61,,75758.2,40102.16,1316.5786,,3154.57,17804.568,960.1262,,500,0,,100,,300,100,,,,,,,100,,,,,,,,,,,,,,,,,,41,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43-ML775-27
[2742],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / EAST RIFT ZONE / PACIFIC OCEAN,W OF SUMMIT OF KANE NUI O HAMO,19.4,19.4,-154.9,-154.9,SUBAERIAL,,,s 1 [2742],"BASALT, THOLEIITIC [2742]",,,,,7,12,1962,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2742] ,240915.999,28288.848,,63933.5208,,11819.86,81694.23,,69325.9,31780.208,1394.0244,,6309.14,20475.2532,1920.2524,,400,200,,,,600,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44238
[2742],OCEAN ISLAND,HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / EAST RIFT ZONE / PACIFIC OCEAN,FLOOR OF ALOI CRATER,19.4,19.4,-154.9,-154.9,SUBAERIAL,,,s 2 [2742],"BASALT, THOLEIITIC [2742]",,,,,7,12,1962,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2742] ,236335.136,23314.326,,65521.2738,,18534.1,67391.91,,77616.42,42996.752,1239.1328,,4980.9,17878.7537,1352.9051,,600,100,,,,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44239
[2585],OCEAN ISLAND,HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / WAIMEA CANYON SERIES-MAKAWELI FORMATION / PACIFIC OCEAN,,22,22,-159.5,-159.5,SUBAERIAL,450,450,s GA650 [2585],"BASALT, THOLEIITIC, OLIVINE [2585]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2585] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00023,44422
[2585],OCEAN ISLAND,HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / WAIMEA CANYON SERIES-MAKAWELI FORMATION / PACIFIC OCEAN,,22,22,-159.5,-159.5,SUBAERIAL,450,450,s GA650 [2585],"BASALT, THOLEIITIC, OLIVINE [2585]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2585] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000226,44423
[2585],OCEAN ISLAND,HAWAIIAN ISLANDS / KAUAI / KAUAI / WAIMEA CANYON SERIES / PACIFIC OCEAN,NAPALI MEMBER,22,22,-159.5,-159.5,SUBAERIAL,2600,2600,s GA561 [2585],"BASALT, THOLEIITIC [2585]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2585] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000266,44426
[2585],OCEAN ISLAND,HAWAIIAN ISLANDS / KAUAI / KAUAI / WAIMEA CANYON SERIES / PACIFIC OCEAN,NAPALI MEMBER,22,22,-159.5,-159.5,SUBAERIAL,2600,2600,s GA561 [2585],"BASALT, THOLEIITIC [2585]",,,,,,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [2585] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000262,44427
